4.940	4.651
11.693	12.154
5.049	20.618
5.062	11.324
5.291	4.019
8.085	6.911
5.395	19.550
4.073	11.598
4.516	4.926
10.750	8.659
5.619	20.464
6.411	10.388
5.089	4.772
10.260	12.207
4.715	20.366
5.465	11.533
5.007	4.643
8.929	4.850
4.611	19.773
5.570	13.547
5.320	4.454
9.871	5.647
4.101	18.963
5.816	13.640
4.334	5.085
10.129	6.079
5.270	20.811
3.345	11.722
4.676	5.115
9.763	7.002
5.956	19.606
3.777	11.637
4.952	4.335
10.809	10.806
5.209	21.003
4.888	11.178
4.728	5.411
7.968	6.876
4.864	19.074
6.006	13.369
5.338	5.516
9.137	5.354
4.874	21.075
4.174	11.074
5.603	4.558
10.766	7.524
5.612	19.248
4.124	10.376
5.077	4.932
11.415	14.116
4.294	18.389
3.593	12.909
4.357	5.940
12.428	9.371
4.769	18.645
5.885	11.740
4.736	5.315
10.135	11.199
5.995	22.604
3.740	13.547
4.897	5.353
10.512	12.745
5.725	19.152
4.428	10.826
5.487	6.104
12.579	10.023
4.083	18.502
3.860	13.571
4.540	3.712
10.870	11.527
4.331	21.651
5.757	12.010
4.870	4.451
9.609	9.208
5.427	18.348
2.989	10.761
4.540	5.185
10.222	12.957
5.300	19.145
8.046	12.848
4.933	5.433
9.970	6.791
7.416	18.844
5.684	12.889
5.697	5.377
9.347	10.894
7.215	19.170
5.059	11.370
5.024	4.400
10.756	9.320
4.264	19.978
3.318	12.326
5.206	4.694
10.461	13.594
2.761	19.998
5.991	11.890
4.566	5.821
10.528	7.831
4.728	19.616
3.216	12.281
5.185	4.996
10.874	11.834
4.380	21.435
5.671	9.118
4.735	4.892
8.491	11.270
5.024	18.275
3.568	12.662
4.809	5.120
10.680	15.269
3.821	20.012
5.510	12.390
5.479	5.294
10.963	11.366
4.710	20.234
6.718	12.248
4.422	5.116
10.548	15.870
6.698	20.207
3.140	10.608
5.488	4.311
9.558	2.338
5.246	20.312
5.934	11.636
4.485	5.369
12.041	11.949
5.386	20.501
4.647	13.933
5.549	4.326
8.451	9.382
6.468	21.157
6.200	13.795
4.445	5.177
9.470	11.541
5.044	17.958
3.717	10.303
5.277	4.540
10.579	12.955
5.130	20.932
7.052	12.133
6.156	4.933
10.823	5.023
5.369	19.728
6.747	11.512
5.486	4.711
10.496	12.745
4.790	20.389
6.159	11.941
4.608	4.270
10.203	12.662
4.646	20.422
4.469	12.627
5.132	4.872
9.007	9.615
6.010	21.047
5.830	12.646
4.762	5.823
10.169	9.898
5.704	18.038
4.107	10.967
5.133	4.998
9.640	10.159
5.773	20.940
4.964	13.451
4.376	4.804
10.084	7.455
6.154	21.525
5.088	12.379
5.051	5.471
9.740	6.707
4.195	18.325
5.979	9.982
5.171	5.416
10.126	4.577
6.101	18.697
3.405	13.209
3.665	4.841
10.486	10.467
4.890	20.627
5.438	12.455
4.345	5.125
10.263	7.156
3.450	18.886
5.473	12.579
4.460	5.355
10.784	11.093
6.303	18.730
6.594	10.311
5.016	5.614
10.088	11.382
5.533	20.822
5.352	12.732
4.706	5.549
10.312	14.833
5.877	19.972
4.316	12.390
4.772	5.256
9.906	4.574
4.849	23.445
5.620	10.523
5.357	5.218
10.090	8.567
5.592	21.002
4.794	12.117
5.743	4.695
11.669	9.949
4.014	19.878
6.129	11.255
4.789	4.852
8.889	13.209
2.786	17.883
5.322	11.114
5.226	5.488
10.152	12.154
5.277	21.943
4.230	11.467
5.098	4.562
10.252	6.470
4.703	19.836
4.441	11.273
5.464	4.894
10.451	9.080
3.535	21.034
4.829	13.216
6.125	4.759
9.711	6.764
5.760	20.526
4.528	11.672
4.767	4.976
10.167	11.795
4.639	20.250
4.300	10.694
4.409	4.507
11.845	5.308
5.625	20.893
5.217	10.881
5.032	5.862
9.364	10.059
6.204	20.300
3.607	11.225
4.992	4.922
10.189	14.714
6.490	20.522
4.327	12.955
4.824	4.738
9.765	16.383
5.414	21.068
3.851	11.063
5.199	5.273
10.718	11.227
3.879	19.876
7.047	11.702
4.859	4.716
10.711	17.920
4.268	20.457
4.207	12.603
5.032	4.994
10.046	10.575
5.128	18.892
6.029	13.742
5.514	4.870
10.430	7.221
4.539	18.997
5.172	11.122
4.546	4.871
10.944	12.736
5.298	22.142
3.253	12.929
5.516	4.693
10.479	5.098
5.791	20.657
4.047	12.695
5.257	4.148
10.917	12.916
5.001	19.916
4.160	11.603
5.628	4.874
10.187	9.150
5.803	21.071
3.805	11.429
4.975	5.547
10.544	11.967
5.356	18.658
6.085	10.469
4.356	4.201
10.921	9.294
4.764	19.766
5.908	13.172
4.449	4.945
10.363	11.580
4.417	19.820
5.344	12.426
5.298	4.528
11.579	9.129
3.274	20.607
6.567	13.359
5.354	5.446
8.278	14.663
6.375	19.767
5.397	12.742
4.526	4.075
11.021	13.117
5.287	19.890
5.851	9.980
4.540	5.156
10.077	10.687
4.639	19.906
5.864	11.461
4.816	5.568
9.314	7.410
4.336	20.957
2.820	12.415
4.838	5.275
9.236	11.060
3.057	18.253
5.414	13.033
5.408	5.413
9.108	11.869
3.181	20.911
4.256	10.105
4.080	5.477
9.910	12.782
4.795	19.688
3.961	11.481
5.442	5.510
11.621	7.490
2.441	19.761
4.263	10.625
5.060	3.952
9.963	9.166
5.312	20.129
4.749	12.347
4.401	5.412
10.657	7.746
3.555	20.757
5.144	11.536
4.808	5.149
10.265	8.546
5.938	19.322
5.768	11.098
4.957	4.646
9.139	7.245
4.405	20.371
3.963	12.447
4.935	5.393
10.296	11.462
4.355	18.572
5.753	11.768
5.087	4.868
11.072	10.592
4.264	18.936
5.005	12.126
4.776	5.574
8.982	14.708
5.167	18.599
5.633	12.730
5.128	4.945
10.560	8.889
5.598	20.155
5.385	11.939
5.229	4.870
9.009	7.221
5.163	19.707
4.409	10.977
4.830	4.674
10.356	6.555
3.974	21.428
5.183	12.014
5.482	5.023
8.535	11.238
4.913	19.466
6.958	11.688
5.019	5.270
8.178	10.270
3.907	20.888
5.511	10.010
3.987	5.257
9.945	11.100
5.857	21.374
4.184	13.306
4.527	5.830
9.677	9.045
6.479	21.056
5.347	11.553
5.067	4.632
10.628	14.178
3.540	20.841
5.242	10.021
4.847	5.084
9.898	10.127
4.867	20.755
5.865	11.279
5.025	4.838
8.627	15.690
5.172	19.574
3.502	10.236
5.120	4.955
9.814	5.694
3.758	20.894
6.140	11.320
